0,1
1,1
2,1
3,1
4,2
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,2
27,2
28,1
29,1
30,1
31,1
32,2
33,1
34,1
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,1
48,2
49,1
50,1
51,1
52,1
53,1
54,1
55,2
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,1
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,2
77,1
78,2
79,2
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,2
92,1
93,1
94,1
95,1
96,2
97,1
98,1
99,1
100,1
101,1
102,2
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,2
119,1
120,1
121,1
122,1
123,1
124,1
125,2
126,1
127,1
128,1
129,1
130,1
131,2
132,1
133,1
134,1
135,2
136,1
137,1
138,2
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,2
149,1
150,1
151,1
152,1
153,1
154,1
155,2
156,1
157,2
158,1
159,1
160,1
161,1
162,1
163,2
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,2
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,2
191,1
192,2
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,2
210,1
211,3
212,2
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,2
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,2
236,1
237,1
238,1
239,2
240,1
241,1
242,2
243,1
244,2
245,1
246,1
247,1
248,1
249,1
250,2
251,1
252,1
253,1
254,2
255,2
256,1
257,1
258,1
259,2
260,1
261,1
262,2
263,1
264,1
265,1
266,1
267,2
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,2
276,2
277,1
278,1
279,1
280,1
281,1
282,1
283,1
284,2
285,1
286,1
287,1
288,1
289,2
290,1
291,1
292,1
293,1
294,2
295,1
296,1
297,3
298,2
299,2
300,1
301,1
302,1
303,2
304,2
305,2
306,1
307,1
308,1
309,2
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,1
321,2
322,1
323,1
324,1
325,1
326,2
327,1
328,2
329,1
330,1
331,1
332,1
333,1
334,1
335,2
336,2
337,2
338,2
339,2
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,2
349,2
350,1
351,2
352,1
353,2
354,1
355,1
356,1
357,1
358,2
359,2
360,1
361,2
362,1
363,1
364,1
365,1
366,2
367,1
368,1
369,1
370,1
371,1
372,2
373,2
374,1
375,1
376,1
377,1
378,1
379,1
380,1
381,1
382,1
383,1
384,2
385,1
386,2
387,1
388,2
389,1
390,1
391,1
392,2
393,1
394,1
395,1
396,1
397,2
398,1
399,1
400,1
401,1
402,1
403,1
404,2
405,1
406,1
407,1
408,1
409,1
410,2
411,1
412,1
413,1
414,1
415,1
416,2
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,2
426,1
427,1
428,2
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,1
460,1
461,1
462,1
463,2
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,2
472,1
473,1
474,2
475,1
476,1
477,1
478,1
479,1
480,1
481,1
482,1
483,1
484,1
485,1
486,1
487,2
488,1
489,2
490,2
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,2
506,1
507,2
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,2
516,1
517,1
518,1
519,1
520,3
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,2
540,1
541,2
542,1
543,1
544,1
545,1
546,2
547,2
548,1
549,1
550,2
551,1
552,1
553,1
554,2
555,1
556,1
557,1
558,2
559,1
560,2
561,1
562,2
563,2
564,2
565,1
566,1
567,2
568,2
569,1
570,1
571,1
572,2
573,1
574,1
575,1
576,1
577,2
578,2
579,2
580,1
581,1
582,2
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,3
591,1
592,1
593,1
594,1
595,1
596,2
597,1
598,1
599,1
600,1
601,1
602,2
603,1
604,1
605,1
606,2
607,2
608,1
609,1
610,1
611,2
612,1
613,1
614,1
615,1
616,1
617,1
618,2
619,1
620,1
621,1
622,3
623,1
624,1
625,1
626,1
627,2
628,2
629,2
630,1
631,3
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,2
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,2
659,1
660,1
661,1
662,1
663,2
664,1
665,1
666,2
667,1
668,1
669,1
670,1
671,1
672,2
673,2
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,2
687,1
688,1
689,1
690,3
691,1
692,1
693,2
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,1
707,1
708,1
709,1
710,2
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,1
721,2
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,2
734,1
735,1
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,1
747,1
748,1
749,1
750,1
751,1
752,1
753,2
754,1
755,2
756,2
757,1
758,1
759,1
760,1
761,1
762,2
763,1
764,1
765,2
766,1
767,2
768,1
769,2
770,1
771,1
772,2
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,2
782,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,2
800,1
801,1
802,1
803,1
804,1
805,2
806,1
807,1
808,1
809,1
810,1
811,1
812,1
813,1
