Restaurant Muse A Muse,2
SushiPoint Hoofddorp,1
Indian Taste,1
FEBO,1
Woodstone,1
Senbazuru,1
Mooca,1
Traverse House,1
l' Hirondelle,1
Restaurant Hollywok,1
Revan Pera Restaurant & Lounge,1
McDonald's,1
Barentz International B.V.,1
Designs [marketing and media concepts],1
Snack bar-restaurant 't Kombuis,1
BackWerk,1
Tummers,1
Eetcafé de Vaart,2
Toolenburg Restaurant Long Island,1
Sammy's Corner,1
de KeukenBarron,1
Toko Sil,1
Lucky City,1
Meerburcht Eethuis Cafetaria,1
Sushi Station,1
Eetcafe Sjiek,1
Alberto's,2
Koperen Hemel,1
't Fort,1
Het Graanpakhuis,1
Hovicon International BV,1
Restaurant De Drie Gemalen,1
Theehuis Cruquius,1
Bief & Burgers,1
Proeflokaal Bregje Beinsdorp,1
Mood4,1
Kwalitaria Nieuw Vennep,1
Japans Restaurant Juu Hachi,1
Venneper Lodge,1
Dunja Nieuw-Vennep,1
BioSoepi (Lunchroom & Catering),1
Surimaribo Kitchen,2
Massada,1
Golden Corn,1
Ridderhof snackbar,1
Café Restaurant De Bolle Olifant,1
Grand-Café De Bulls,1
Restaurant Upstairs,1
Orries Eten & Drinken,1
Nieuw-Vennep,1
Ristorante Mamma Mia,1
Broodjes Boutiek,1
d ‘Oude Molen,2
Rob Cafe Couriers,1
Culicom Food Support B.V.,2
Palingrokerij G. Eveleens,1
Café Ruimzicht V.O.F.,1
Restaurant De Hanepoel,1
Brasa Kaagzicht,1
Lunchroom Lakeside food&drinks,1
Het Kompas,3
Charrels aan de haven,2
Ambrosia,2
Tante Kee,1
Bij Benjamin,1
Taste of Fusion,1
Trattoria Panini,1
Itoshii,1
Restaurant Het Verschil,2
Barista Cafe Lisse,1
De Heerekamer Lisse,1
restaurant LiZz,2
Pizzeria La Fontana,1
Döner Meeting Point,1
Lievelingetjes,1
Ristorante Il Mulino,1
Eetcafé Lef,2
Café-Bar-Biljartcentrum the tavern,1
Ristorante da Fabio,2
Chique en Simpel,1
Den Ouden Heere,1
Mykonos,1
San Marino,1
Grand Café A-muze Lisse,1
Pizzeria San Marino Lisse,1
Zeus,2
Trattoria da Marco,1
Het tussen station Lisse,1
De Proeverij,1
Chefke's,1
Snackbar Poelmarkt,1
Bij Thomas & Hendrik,2
Het Oude Dykhuys,1
Landgoed de Olmenhorst,1
Viswinkel Schuitemaker,1
Da Noi,2
Snackbar Parkzicht,1
Restaurant Nest,1
BroodGewoon van Ammerlaan,2
Amon,2
Op Eigen Wijze,1
"De KoffieMeulen | Koffiespeciaalzaak, koffie, thee en chocolade",1
Italiaanse Smaak,1
Orient City,1
Cafetaria Royaal,1
Restaurant You Hachi,1
Mikaku Hillegom,1
Restaurant Seray,1
Plaza Vermeere,1
Nissa cafe,1
Da Fratello,1
Bar-Restaurant Het Alternatief,1
Restaurant bij Deborah,2
Café Zomerzorg,1
La Rueda,1
Kwalitaria Hillegom,1
Lekker Fried Chicken,2
De Zuilen,1
Aroi Thai Wok,1
cafe Thuys,1
Cafetaria Turbo,1
Chinees- Indisch Restaurant Oriental,2
Cooking Unlimited,1
Jongerencentrum Solution,1
BBQ Hillegom,2
Bakker Pompe,1
De Doofpot,1
Pompes Smikkelbar,1
Lunchhuis Ons Thuis,1
Mizumi,1
Eetcafé 't Lieverdje Noordwijk,1
Thomas proeflokaal,1
Snackbar Van Westerop,1
Chinees Indisch Restaurant Ko Sing,1
Restaurant Onder de Linde,1
Café de Rosser,1
Het Zuiderbad,2
Zon En Zeebad,2
Restaurant Bij Raggers,1
Vivaldi's,1
De Van Diepeningen Lounge,1
La Terrasse,1
Kabbour,2
Bar Dancing The Champ,2
Chicoleo II C.v.,2
Mimmo Trattoria Pizzeria,1
Pizzeria Italia Noordwijk,1
Mainstreet Food & Drinks,2
Breakers Beach House,1
Biljart De Wels,1
Taj Mahal - Noordwijk,1
Chinees-Indisch Restaurant De Gouden Muur,1
Botter Terras Restaurant De,3
La Galleria Noordwijk,1
Tulum,3
Petito Noordwijk,1
Bries,1
"Happazz Food, Drinks & Deli",2
Hiro Mina,1
Meiden Eveleens,1
La Cubanita Noordwijk,1
Oriento,1
Yan,1
Calis Sandwich & Snacks,1
Restaurant de Lamme Goedzak,1
Pinocchio restaurant,1
Sunand,1
't Zeepaardje B.V.,1
Jackie Café,1
The point,1
Binnen Op Zee,2
the Klucht,1
De Zeemeeuw,1
Paul's Recept,2
Café Jos,1
Grand Café 't Elfde Gebod,3
Latour,1
Beach,1
Harbourlights,1
Restaurant DUTCH!,1
Snackbar A&P B.V.,1
De Koele Costa,1
Schnitzelparadijs Noordwijk,2
Chicoleo Boulevard Noordwijk,2
Lunchroom El Banna,1
Pitch,3
Noordwijk Buiten,2
Zoomie,2
Hoogies,1
Eeterij De Beleving,1
Pannenkoekenboerderij Langs Berg en Dal,1
Bella Bella,1
Het Broodthuis,1
De Duinrand,1
Grand Café La Reine,2
Café Restaurant De Ruigenhoek,1
Café Enjoy,1
Restaurant La Madonna,2
Snackbar Willemse,2
Eethuis Lucky Snack,1
Dream Kebab2 Noordwijkerhout,1
New Hong Kong,1
TOME@T Noordwijkerhout,1
Invitation,2
Heinde & Ver Noordwijkerhout,1
Joh. Warmerdam,1
Landgoed & Golfbaan Tespelduyn,1
Restaurant Hudson Noordwijkerhout,1
Wokrestaurant Flamingo Oriental,1
De Koetiller,1
de Kookerij Culinary College,1
Café Bar 't Puntje,1
Specialty cafe van der Geest,1
Como & Co,1
Pizza Rimini,1
Lunchroom Arthur,1
Casa di Angelo,2
Le Z,2
My Rootz,2
Het Feest Van Harry,1
Hillarey's,1
Asian Cuisine Oosthout,1
Lunchroom \'Ons Genoegen\',1
Pim's place,1
Voorhout Fries,1
Stef's & Jeff's,1
Snackbar The Roadrunner,1
Proeflokaal Sijgje Voorhout,1
Chinees Indisch Restaurant Kam San,1
Bella Cyprus,1
Chinees Restaurant Jasmine Garden,2
Family Cafetaria Katwijk aan Zee,1
De Heeren van Katwijck,1
FJ Snacks,1
Grote Patatten,1
Restaurant Panbos,1
Snackbar De Pollepel,1
Italian Pizza,2
Snackbar,2
Viswinkel Schuitemaker,1
Het Strand,1
Tram9,1
Zilt,1
Café \'Bar De Musketier\',2
Sunset Blvd,1
Happy Dees,1
"Den Dulk Voorstraat, de Echte Bakker",1
Golden Palace,2
Het Wapen van Kattuk,1
De Bonte Kraai Eetcafe,2
Beachhouse Key West,1
Strandhuys Katwijk,1
Snackbar-Pizzeria Te Britten,1
Grill-bar Ruig,1
Thai Katwijk - Thai Takeaway,2
Kattukkerzandt,1
De Vuurbaak,1
Café Lindeboom,1
Gastraum. Zum Blauen Bock,1
Hé Jij! Cafewinkel,1
Brownies & DownieS,1
Eeterij de Buren,2
JVC De Schuit,1
Op de Wurft,2
Pizza En Zo,2
Sushi Katwijk,2
Eeterij Neefies,1
Het Centrum,1
Bar 70,1
Locals,1
Harteveltvis Boulevard Katwijk,1
La Vida Loca,1
Caffé Blondy,2
La Tapera,1
Zwaan,2
Draekstien.,2
De Griek,1
the Comedy,2
Friends,1
Cafe Stairs,1
Restaurant Aan de Vliet,2
Snackbar de Klink,1
EetKafe,1
Petit Restaurant,1
Gugten Horeca BV vd,2
Snackbar Ouwersloot,1
Surf & Turf,1
Het Dorpshuis,1
Spijs & Wijn,2
La Bamba Dos,1
Harput,1
SooFrench,1
The Perfect Taste,2
Pizza & Pasta Wassenaar,1
Broodje bij de Molen,1
shoarma jeruzalem,1
Da Alfio Ristorante Pizzeria,1
Pizzeria Rimini Wassenaar,1
Toko Eddy,1
Dino's place,1
Pavilion 'de Klip',1
De Broodjes Bar,1
Grieks Restaurant Eleni,1
Mie Li Asian Kitchen,2
't Haeventje VOF,2
La Place,1
The Schulpwei,2
Paal 92,1
Lunch en dinercafe BROEDERS,1
Koi Kawa,1
"Me Gusta! Lunch, Diner & Wijnbar in Wassenaar",1
Pops,1
FoodSouldiers Wassenaar,1
Da Italo,1
Pizzeria Ristorante La Scala,1
Café Rooie Cor,1
De Markiezen,1
Indrapura,2
Character Catering,1
't Schouwtje,1
Boerderij Meyendel,1
Restaurant Sophie,1
Restaurant De Landbouw Wassenaar,1
Restaurant Bijhorst,1
Tea Pavilion De Horsten,1
Grieks Specialiteitenrestaurant Akropolis,1
Toko Benji,1
Restaurant Hudson Voorschoten,1
Café de Lindeboom,1
Ristorante-VaBene,1
Kwalitaria Délifrance Voorschoten,1
Mas O Menos,2
Verhoog's Bakkerij,1
Restaurant Floris V,1
Grill-Restaurant De Mazzel,1
Wapen van Voorschoten,1
Joy King,1
Sushi Panda,1
Restaurant Allemansgeest,1
Dapur Mas,1
Restaurant Upstairs,1
Arbouw’s Lunchroom,1
Proeflokaal Mimi,1
Stichting Jansland,1
Het Eiland Van Ome Nick,1
Snackbar 't Trefpunt,1
New Hong Kong City,1
FoodMaster ('t haentje),1
Grillrestaurant Shalom,1
Kwalitaria,2
Restaurant Leising,1
Volle Maan,1
Restaurant Chiparus,1
Amalia,2
Victor Russo's Fresh,2
Coffee Club,1
Heren van Beest,1
San Wah,1
Toko Bali,1
Tong Fong City,2
Stuut Snacks,1
McDonald's,1
Restaurant Gina,1
Dwarsligger,1
Ippin,2
Safran Restaurant,2
Buitengewoon Eten en Drinken,1
Perzische Saffraan,2
Pizza Familia,1
Slagerij-eeterij Piet Scholten,1
Royal Curry Indian Tandoori,1
Restaurant Kapitein Haak,2
Xotus-Maduratna,1
Lunchroom & Eetcafé,1
De Oude Griek,1
De Heerlijkheid,1
Grand Café D.O.M.,2
Le GRILL,2
Ming-Yeg,1
Fratelli Leidschendam,1
Pannenkoe Leidschendam,1
Zuivere Koffie,2
Cafeteria Sytwinde Foodmaster,1
Puurr,1
De Bles,1
Waterfront Vlietland,1
Bij Erik,1
Eetcafé Aswieta,1
Café/Snackbar \'De Gouden Leeuw\',2
Osteria Elpidio,1
De Lof Der Zotheid,2
Toko Eddo B.V.,1
Morssink Cafetaria Rembrandt,1
Restaurant le Barquichon,1
't Warme Bakkertje,1
La Cubanita Voorburg,1
Restaurant Papermoon,1
Toko Menteng Voorburg,1
Fruits de Mer,1
Lunchgelegenheid aan de Tafel,1
Restaurant The Village Lounge,1
Italiaans Restaurant Il Pomodoro,1
Jeffrey Grill-Restaurant,1
Galazio,2
Restaurant Bernard,2
Donati,1
Japans Restaurant Zenzo,1
Grieks Restaurant \'Kreta\',1
The Fox,1
Natsumi,1
Toet Visspecialiteiten,1
de Hopkamer,1
Proeflokaal Sijgje,1
Elpidio enoteca,1
Meatpoint Voorburg,1
De Boerderij,1
AsiaTropical,2
Chuku Yuen,2
Rose Garden,1
Lunchroom Noony's,1
Pempek Elysha,1
Five Flavors,1
Snackbar Janse & Janse,1
V.O.F. Thai Fresh Voorburg,1
Sushi Tasty,1
Lunchroom Eetkamer \'de Laan\',2
Blend One,1
Toko Bali,1
De Beren,1
The Greedy Greek,1
Indonesische Toko Dapur Ibu,1
Espresso CUP Barbanson63,1
Restaurant Villa La Ruche,1
Trammmhuys,1
Café \'Nieuw Heeswijk\',1
Sante,2
Grand Café de Conckelaer,1
New York Pizza,1
Royal Pizza,2
Kookstudio & Wijnhandel Smaak van het Zuiden,1
Meijer's lunchroom,1
Paviljoen Welgelegen,1
Restaurant Panda,2
Carina Tapas,1
Terra sarda,2
Bakkerij Oud Rijswijk,1
Johnny's Burger Company,1
Broodje Du Chef,1
Shanaya Roti,1
EL MAMMA,1
Café De Lorresnor,1
Indrapura,1
Akihito Sushi,1
Little Nepal,1
Paul van Waarden,2
Resto vanHarte Rijswijk,1
CAFETARIA DE GELE RAAF,1
Taco Mundo Rijswijk,1
Olympia,1
De Wits - restaurant,1
The Clay Oven,1
D-Town BBQ,2
MAXIMO - Trattoria Italiana,1
Restaurant Green Palace,2
Restaurant \'Willem V\',2
De Nieuwe Colijn,1
Herberg Van Ouds 't Nest,1
Toko Indah,1
Subway,2
Tianmi Sushi,1
Bij Oma.nl,1
Japans Restaurant Furusato,2
Bram Ladage,1
Carpe Diem,1
Barista Cafe,1
Isshin Rijswijk,2
Indonesisch Restaurant Tjendrawasih,1
Restaurant Made in Italy,1
tranga rotishop,1
McDonald's,1
Kippie Rijswijk,1
Het Broodhuys,1
Domino's Pizza,1
Olive Traiteur Turkse Specialiteiten,1
Ristorante Pizzeria Marea,1
Toko Jaya,1
Grand Café Tasty's,2
Kwalitaria,1
Golden House,1
Subway,1
Bij Floor,1
"Bally's bar, grill & bowling",1
Granny's Food,2
Bally's eten en drinken,2
The Foodlovers Rijswijk,2
Café De Halve Maan,1
Stichting Restaurant de la Tour,1
Clubs & Subs Lunch,2
Quality Food De Vier Wieken,1
Snackbar Boeters,1
Grillroom Oase,1
Ristorante Pizzeria DA Matteo,2
Brothers,2
Golden Village,1
Gentile osteria pizzeria,1
Chef Arrivé Privé kok aan huis,1
Toko Sarin afhaal,1
eetcafé De Bonte Haas,1
MultiVlaai,1
Maaltijden Assemblage Diensten B.V.,2
Gewoon Lekker Thuis,1
KFC,1
Hawai Kwintsheul,1
Siri Thai,1
Oloroso,2
Restaurant 't Fust,1
Nieuw China Leiden,1
't Suppiershuysinghe,1
Restaurant Meatcave,2
Het Prentenkabinet,1
MOSCOW AT SEA,2
Ristorante Pizzeria Sorrento Leiden,1
Restaurant / Grand Café \'De Vriend\',1
La Piccola Italia,1
Ristorante Pizzeria Karalis,1
Restaurant Dartel V.O.F.,2
Bree 33,1
Drs A Belegde Broodjes,1
Cafetaria Leiden,1
Aperitivo,1
Chummy Coffee Leiden,1
Barista Cafe Leiden,1
Café de Keyzer,1
Easy Wok Salads,1
Sinai Leiden,1
Victor Russo's Osteria,2
Street Way Leiden,1
North End,1
Eetcafé La Bota,1
Verboden Toegang Restaurant Artikel 461,1
Anne & Max,1
De Klok,1
Pieterskerkcafé,1
La Cubanita Leiden,1
Mauro pastry,1
Restaurant Augustinus,1
Stadsbar Storm,2
Restaurant Kitch&,1
Poke ENJOY,2
Van de Leur Leiden,2
Vooraf en Toe Eet- Drink- en Kunstlokaal,1
Trattoria Panini,1
Maha Roti Queen,1
Pub De Beproeving (The Tasting),1
In Den Gapenden Eter,1
De Lantaarn Leiden,1
Surakarta Restaurant,1
Restaurant In den Bierbengel,1
WAAG Leiden,3
Yuki Sushi Leiden,1
De Boterham,2
Bagels & Beans,1
NEXT Leiden,1
Restaurant Jacob,2
Restaurant FIFO,2
L'Espérance,1
Restaurant Zien,1
Yoghurt Barn Leiden,1
Dapp Frietwinkel,1
Babbels,1
Casa Ramon,1
Hof van Sijthoff,1
Café De Kroeg,1
Restaurant La Diva,1
Buddha's,1
Risa,1
De Grote Beer,2
Sushi Time Leiden,1
Burgerzaken,1
"ROOS, Taste & Smile",1
Restaurant Meatcave (Big Green Egg Dining),2
Maciotto,1
Midi Marché,1
Everest Tandoori Restaurant,1
Kippevel,2
Karels bio friet,1
Woo Ping,1
A.L.S.V. Quintus,1
Happy Tosti,1
Proeflokaal Bregje,1
Oost-Afrikaans Eethuis Djebena,1
Bel Air Diner,1
Pakhuis,1
Burger Freak,2
Mamie Gourmande,1
Pizzeria & IJssalon Maciotto,1
Thais Restaurant Sabai-Sabai,1
Banketbakkerij en Lunchroom Snijers,1
JUST MEET,1
Gaycafé De Roze Beurs,1
De Kleine Wereld Restaurant,2
Tapadero,2
Quartier Hellenique,1
Cat Walk,1
Sushi Bento,1
Etablissement Einstein,1
Chicken Way,1
De Hut van Ome Henne,1
De Dikke Dame,2
de Nieuwe Morsch,2
Café 't Kraantje,1
Very Italian Pizza Leiden,1
Wok@Licious,2
Fratelli Leiden,1
In den Doofpot,1
Barzini Pizzabar,2
Porto Pino,1
Joe's Burger,1
Bar Lokaal,1
Paco Ciao,3
Fu Exclusive,1
Smullers Leiden CS,1
Rhodos Restaurant,1
Café De Vergulde Kruik,1
Soups & Salads,1
Zoezie,1
La Fresh,1
Olive land,1
Cafe 't Centrum van Melzen,1
Shabu Shabu,1
Café De Baron,1
Olive Garden B.V.,1
Ichi Ban,1
Mai & Me,1
Lavendi Coffee,1
Restaurant Wielinga,1
The Döner Company,1
Pizzeria Pinoccio,1
P__D deli pies & coffee Co.,1
Catootje aan de markt,1
India way,1
De Gaanderij,1
The Chipperoo,1
Canteris,2
Gelateria Cafè Bar Maxim's,1
Rock café Lazarus,1
Coffee Star,1
Tapa Thai,1
Fujiyama55 Hiro’s kitchen,1
Restaurant Tanoor,1
Restaurant Holle Bolle Gijs,1
Bocconi,1
Subway,1
Lemmy's Biercafé,1
Selera Anda,1
De Stadthouder,1
LuLu Restaurant & Lounge,1
Eetwinkel NICO,2
Délifrance Leiden,1
Proeflokaal Sijgje Leiden,1
't Leidsch Glibbertje,2
Lot en de Walvis,1
Stadscafé Van der Werff,1
The Bishop,1
David's Burger,1
El Gaucho,1
El Fierro,1
Restaurant Proeflokaal 1574,1
Café van Engelen,2
Café Restaurant Logica,1
De Herberg,1
Vlot Grand Café,1
Roast and Toast,1
Surinaams Eethuis Moksi,1
Grand Café Van Buuren,1
I Scream Coffee,1
IJscafé Danice,1
Kwang Tung,1
De Bonte Koe,1
Einstein,1
Restaurant Hudson Leiden,1
Borgman & Borgman,1
O Sole Mio,1
M Noodle Bar,1
Leidsch beleg,1
"COC Leiden, COC de Kroon",1
't Crabbetje,1
De Bonbonnerie chocolaterie,1
Vishandel Topvis Leiden,2
La Plancha,1
Bad Habits,1
Re-Spons,1
DOK 2,2
Dende,1
Toko Bungamas,1
Sumatra House,1
Rice Bite,2
Café de Pelikaan,1
eazie Leiden,1
Annie's,1
Café De Hooykist,1
Francobolli,2
HOEZO,2
Yuniku Leiden,1
Jeanpagne (Bardeaux B.V.),1
Café Rembrandt Leiden,1
Eethuis Ak-Al Leiden,1
ZAALVERHUUR KRUYTSCHIP VAN LEIDEN,2
Restaurant & Brasserie Het Koetshuis,1
The Flow,1
Vrijplaats Leiden,1
Doppio Espresso Leiden,1
Eigenzorg,1
Belgisch Biercafé Olivier Leiden,3
Scarlatti,1
Asian Palace,1
Hotspot Central,1
Pizzeria Giuseppe,1
Schaaps Vishandel,1
De Pizzabakkers Leiden,1
Eetsalon Mazens,1
Eterij en Drinkerij Eigenwijs,1
Snackbar Herenstraat Leiden,1
R.K. Zorgcentrum Roomburgh,1
Restaurant Le Haricot Vert,2
Big Snack de Timor,1
Chopstick Express,2
Restaurant Rubens,1
Pizzeria Grillroom Flamingo,1
Johnny's Burger Company,1
Snackbar Hendo Marnixstraat,1
New York Pizza,1
Tijsterman Bakkers,1
Petit Restaurant De Koperwiek,1
Panda,1
DC Verse Patat Luifelbaan (Kwalitaria),2
Boulderhal Kunststof,1
Lunchroom Elleni,2
Woods,1
Vet Gezond,1
Tuin van de Smid,1
Cronesteyn,1
Cafetaria Eeterij Family 't Zwaantje,1
Siang Yang,1
Plein 10,1
Eetcafe bij tante jans,1
Skiko's Dailycatesse,1
Stichting Deksels Leiden,1
Restaurant Engelbertha Hoeve,2
Al Capone's,2
Bram's Snackbar,1
Dagelijks Lekker,1
Wok Your Way,1
Restaurant Leiden - Twelve,1
Lebkov & Sons Leiden,1
Restaurant The Second Level,1
De Stal,1
De Leidse Hout,1
Domino's Pizza Oegstgeest,1
La France,2
De Patissier,1
Tutti-frutti,1
Alfred's Culinaire Produktie B.V.,1
P62 Pizza en pasta,1
Suzie's & Van Aken,1
Duinzigt Oegstgeest,1
Snackbar Peter van den Berg,2
Restaurant OX,2
Koffiehuis \'De Valk\',1
China House,1
Restaurant Wine & Dine,2
De Gouwe,1
Snackbar 't Haasje,1
Restaurant De Jonker,1
Toko Mini,1
De Hollandsche Tuyn,1
Indrapoera,1
Mr Gyros,1
burgerme Leiden,1
Kippie Grill en Maaltijdenwinkel,1
de Chinese Muur,1
Holle Bolle Gijs,1
IJscafe Danice,1
World Relishment,1
De Kromme Does,1
Come eat,1
Grand café 'De Oude School',1
Restaurant De Moerbei,1
Het Paviljoen,2
The Saloon,1
Snack-Resto \''t Pleintje\',1
Timber Club,1
Ristorante Pizzeria 'Caruso',1
Waterlust de Kaagsociëteit,1
Restaurant Hof Van Alkemade,2
Yacht Club Noorderhem,1
Restaurant Hogenboom,1
Restaurant New Peking,1
Bar Harbor,1
't veen eten en drinken,1
Massada,1
De Woelige Baren Holding B.V.,2
Eetcafé de Vergulde Vos,1
De Paerdeburgh,1
Tussen Kaag & Braassem,1
Tussen Kaag en Braassem,1
Restaurant De Gekroonde Brasem,1
Restaurant Plantage 87,1
Grand Cafetaria Cozijn,1
Apolonia Food Plaza,1
"De Meester, Café en Zalen",1
IJsboerderij de Jong,1
't Geertje,1
Horecanu B.V.,2
La Place Zoeterwoude,1
Snackbar Zoeterwoude,1
Cafetaria Markies,1
Lunchcafe Mezzo Mezzo,1
The Golden Wok,1
Café de Dikke Mug,1
Dorpshuis ‘De Juffrouw’,1
The snack bar Rhynenburch,1
"Hou-Sing, Chinees-Kantonees Restaurant",1
Kan's Garden,2
Restaurant 't Haasje,1
eetcafé de Hoek,1
La Lupa - Etna,1
Restaurant 's-Molenaarsbrug B.V.,1
Café De Heul,1
Ak-Al Eethuis,1
Kwalitaria Ridderhof,1
De Vrienden,2
Karan's Foodservice Alphen aan den Rijn,1
Kip&zo,2
Monterie's Kitchen,2
Toko China Garden,2
Big Snack Stuif-Es-Inn,1
Restaurant De Zeeger,3
Bij Hen,1
The Original Chinese Palace,1
SNACKBAR DE HAVEN,1
Barcos Caffee,1
Lanna Thai Takeaway,2
Grill'nSmoke BBQ Catering B.V.,1
Shabu Shabu,1
Cafetaria De Van Nesstraat,1
Mr.Kebab,1
Cafetaria De Mebri,1
Lunchroom Jaffna ( De Jong ),1
Hachi Japanese Restaurant,1
Barista Café Julianastraat,1
Oude Pakhuys bv,1
World Barber,1
M'n Schatje,1
Grandcafe De Zaak,1
Alle Hens,1
Délifrance Alphen a/d Rijn,1
Het Schoutenhuis | De Huiskamer van Alphen,1
Indonesisch Specialiteiten Restaurant Sari Djawa,1
Wijnbar&Zo,1
IL Delicato,1
Dolce Vita,2
McDonald's,1
Khop Khun Thai Cuisine,1
Kyoto,1
Helden,1
Restaurant El Caballo,1
Restaurant De Beren Alphen aan den Rijn,1
Wet 'n Wild,1
De gelaarsde kat,1
Barista Cáfe,1
Sphinx Grillroom,1
Maggie Blue,1
Tommy Kitchen,2
CARLA'S LUNCH & DINER,2
Bowling Alphen aan den Rijn,1
BRAM'S Gourmet Frites,1
Koeien en kaas,1
Cafetaria Family Alphen aan den Rijn,1
Fish and Chicks,2
Proto,3
ALFREDS,1
"Bob's Bar & Bites, Burritos & Burgers",1
Proeflokaal Bregje Alphen,1
David's Place,2
Exodus II,1
Back to Eddy's,1
The Dutch Donut Bar,2
Fijn koffie & wijn,2
Picco Bello,1
Café Friendship,2
Fers Friethuys,1
Is Morus,1
Woodstone,1
Indonesische Afhaal Restaurant Toko Rasa Baru,1
Grieks Restaurant Olympia,1
Sapori da Stefano,1
Sushi Shop,1
Grand Café Eight,1
Grand café Eight,1
´t Zwaantje,1
Het Kookstation,1
Grillrestaurant Amigos,1
The Lowlander,2
Restaurantje aan de Rijn,1
Anders,1
La Casa Maja,2
Groene Hart Catering,1
Bij Robert,1
Brouwcafé de Molen,1
Café Friends of Hoeck,1
Zhoushi & More,1
Kwalitaria,1
Eetgelegenheid Kobalt,2
DOCK 33,1
Pûha Bodegraven,1
Broodje Koning,2
De Munt,1
La Place,1
Cafetaria De Smikkelshop Bodegraven,1
De Manderijn,1
Bonjour deli Plaza,1
Chinees Specialiteitenrestaurant Jade Garden,1
De Bruggemeester,1
Restaurant de Florijn,2
Koffietuin. Genieten van koffie en thee of een lunch,3
Cafetaria De Platvis,1
Ontbijtzaken,2
Schnitzelrestaurant & Koffiehuis De Zwarte Bal,2
Cafe 't Praathuis,1
Restaurant Mandarin,1
De Hollandsche Leeuw,2
Restaurant Het Vliegend Paard,1
Strand Zomer,1
Restaurant Tijsterman,1
Cafe The Happy Duck 2.0,1
De Ruygeborg Hoeve,2
Café De Noordse Plassen,2
Café-Partycentrum 't Trefpunt,1
Restaurant Dochters,2
De Heeren van Liemeer,1
Café Inn ’t Lely Veldt,1
Cafetaria de Hoek,1
Zus & Zo,1
Het Oude Rechthuis V.O.F.,1
De Rozenboom,1
Sushi Ran BV,1
"BIJ René, 't Wapen van Leimuiden",1
Cafetaria \'Prick\',1
Snackservice Marie,1
Intratuin Ter Aar,1
Cafeteria Linden,1
De Vlinder,1
pizzeria ristorante tuscany,2
Stichting Ipse De Bruggen - De Haven,1
Café Restaurant Gezwam,1
Disgenoten,2
De Dyck Restaurant en Evenementenlocatie,1
Café de Jager,1
Entrada Restaurants & Catering C.V.,1
Noy Sushi,1
Suradiya,1
"Smaecktheater Paul, Keurslager BAR-B-QUE ROADSHOW",1
H'eerlijk,1
Stichting Ipse De Bruggen - De Smulhoeve,1
SV Leidschenveen,1
De Chinese Muur,1
Gusto di Italb,1
Kyoju,1
Corfu,1
Openbare Basisschool De Startbaan,1
Tandr,1
Layali Alsham,1
Huis ten Haghe,2
't Achterommetje,1
Bagels & Beans Spui Den Haag,1
Lunchroom Knus,2
D'javas Indonesian food corner,1
Baryo Pilipinas,1
Hop & Stork,1
Fratelli,1
Toros Santiago Restaurant,1
Shakespeare The Milkshake Bar,1
House of Tribes Cafè,1
Het Kabinet,1
Quinzies' Bar N' Grill,1
Little Prince,1
"Here, Mangi e Bevi",2
Phonsawan,1
Foodzie,2
Aroma,2
Irodion,1
Los Argentinos,1
Himalayan,1
Millers,1
Jamie's Italian,2
Café de Vink,1
The Chinese Kitchen,2
8tea5 The Hague,1
Café Restaurant Schlemmer,1
Pan Y Vino,1
Anne&Max Den Haag to go,2
Very Italian Pizza,1
GreenBowl,2
De Eeuwige Jachtvelden,1
Amier,1
Athene Palace,1
Spize,1
Deluca,1
Luden,1
de Boterwaag,1
Kopi Kopi,1
Café Restaurant Rootz,1
Kookschool Het Kookplein,1
Restaurant Hudson Den Haag City Centre,2
Barlow,1
Lebkov,1
August,1
de Basiliek,1
Sapore Turfmarkt,2
Café Berger B.V.,1
McDonald's,1
Viet Street,1
Café van Beek,1
Seoul Garden,1
Bleyenberg,1
Chinny,1
Irawaddy,3
The Leaf,1
Urban Café,1
Cencalli,1
Burrata Turfmarkt,1
Dungelmann Passage,1
Het Feest Van Sinterklaas,2
La Piazza,2
Pinocchio,1
Gusto,1
Bloem,1
Papa's kitchen & drinks,2
Bakker Bart,1
Ramsis,1
Miami Fried Chicken,1
Du Passage,1
Dagelijks Lekker,1
Shibuya,1
Sequenza,1
Eazie,1
T&C Haus,1
Happy Tosti Den Haag,1
Al Hayat,1
Nieuwe of Litteraire Sociëteit De Witte,1
Caribbean Burrito,2
Poke Labs,1
Café Restaurant De Zwarte Ruiter,1
GIULIANO`S RISTORANTE,1
Plein Negentien,1
Grand Cafe Haagsche Bluf,1
King Falafel,1
Willy's,1
Fiona Tasty Kitchen,2
Café Restaurant Leopold,1
Balkan Grill,1
Café Restaurant September,1
The Foodmaker,1
The Greenz,2
Broodje van Dootje,1
Bar Restaurant Pavlov,1
Cloos,1
EXKi,1
Pinsart Italian Street Food,2
Piet Patat,1
Dudok,3
Leuk,1
Burger Bar,1
De Paraplu,1
Subway,1
Goldenplate,2
Swags Central,1
"Nefeli Deli (Greek Lunch, incl. Vegan)",1
Grab 'n Bite,1
South of Houston,1
Shizo,2
Frites Atelier,1
De Haagsche Kluis,1
Grand Café de Tijd,1
Dunglemann Chicken & Burgers,2
Ming Dynasty,1
Koreaans Restaurant Kimchi House,1
Ming Kee BV,1
Gabors,1
Sapori Del Sud Osteria,1
Grillroom Arena,1
Basaal,1
San Kong,2
Will's Pancake House,1
Dayang,1
Restaurant De Kade,1
NetsoSweet,1
