pc4,AANTAL_HH,P_MAN,P_VROUW,P_INW_014,P_INW_1524,P_INW_2544,P_INW_4564,P_INW_65PL,AV1_FOOD,AV3_FOOD,AV5_FOOD,OAD,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW_HH,P_LINK_HH,P_HINK_HH,log_median_inc
1022.0,0.10152473038304202,0.4158472213693585,0.5841527786306419,0.6320922002813525,0.07011068666975083,0.49880015284677104,0.40480000000000005,0.09247077812899321,0.013924777490668961,0.032017115832144734,0.17129373379555454,0.20820708163795343,0.4444444444444444,0.3333333333333333,0.375,0.45833333333333337,0.04203415085981234,0.43391812865497076,0.3192360163710778,0.6634855842688729
1023.0,0.17032354034957234,0.278296191337785,0.7217038086622151,0.4331942008178135,0.07773083729729026,0.2194159489726933,0.6344386607544505,0.3216940769903309,0.015934539190353144,0.02860145634712109,0.04663967139569435,0.2198078088477188,0.7777777777777778,0.16666666666666666,0.125,0.375,0.05559456928838951,0.5883040935672516,0.2155525238744884,0.5765740581786609
1024.0,0.4354778728151729,0.3493548331885501,0.65064516681145,0.5739040582010742,0.15837326333712504,0.3613235069726558,0.41309473912312084,0.17231546863082065,0.014642549526270456,0.017791457097815485,0.037404958196172115,0.2232707124924249,0.2222222222222222,0.16666666666666666,0.75,0.45833333333333337,0.06891210752913997,0.591812865497076,0.12551159618008184,0.5765740581786609
1025.0,0.58162885831164,0.33155093417622494,0.6684490658237752,0.38959299681131476,0.16188528679596878,0.29274652161208375,0.4596442085606173,0.30305402475739085,0.019810508182601206,0.03449440732677728,0.08663734086870394,0.2368626092978963,0.4444444444444444,0.16666666666666666,0.5,0.33333333333333326,0.05706242992437796,0.6105263157894737,0.15416098226466574,0.5553896251316719
1026.0,0.013015991074748977,0.5078466698721477,0.4921533301278525,0.4981172864776261,0.12386302482132233,0.16057099186636808,0.7136412459720733,0.2562954565106694,0.0,0.0008632985511598228,0.010633029393771667,0.007185525062765129,0.8888888888888888,0.16666666666666666,0.0,0.5833333333333334,0.0350552662829999,0.16608187134502925,0.6180081855388814,0.8304251330864092
1027.0,0.013759761993306061,0.5147282775560332,0.4852717224439668,0.3768665659354973,0.11645231643645494,0.20677302254489874,0.5781203007518797,0.36244535611002754,0.0,0.007244200885819384,0.01852768957380488,0.0141113323521773,0.8888888888888888,0.16666666666666666,0.0,0.4999999999999999,0.039521818656911414,0.343859649122807,0.4638472032742156,0.7222647523569081
1028.0,0.015991074748977315,0.4098990857580747,0.5901009142419251,0.4474242287886467,0.1120222235452257,0.10936754911465718,0.7245386192754614,0.3363465171589457,0.0004306632213608957,0.00045041663538773367,0.003787106359425525,0.0022508873690589557,0.8888888888888888,0.16666666666666666,0.0,0.5416666666666666,0.011942979438966597,0.2,0.5743519781718963,0.8211011394906569
1031.0,0.24470063220528077,0.39790594768758114,0.602094052312419,0.43851323164056744,0.10349034188535404,0.46517084932214603,0.49662889618412237,0.13990848717295365,0.05354579385587137,0.04654305232339915,0.3770501354618813,0.26421954809107434,0.3333333333333333,0.16666666666666666,0.5,0.33333333333333326,0.07792405577365642,0.6654970760233918,0.17871759890859482,0.5220346243543507
1032.0,0.21346225362588322,0.41089621330213194,0.5891037866978681,0.4521501852522183,0.08068796954929863,0.36580133801153303,0.5575102379416141,0.2132282176189274,0.044214757393051966,0.0481945799864875,0.31823346054126495,0.23824777075577871,0.5555555555555556,0.16666666666666666,0.375,0.375,0.07443820224719101,0.6631578947368422,0.12551159618008184,0.5375566105151143
1033.0,0.5072517664559316,0.34032275326394396,0.6596772467360559,0.31324147983237555,0.18357278378269545,0.3474353332625198,0.4927903392657337,0.24985535530152259,0.009761699684180308,0.017416109901659035,0.061409386197453904,0.1753094970132456,0.5555555555555556,0.16666666666666666,0.375,0.2916666666666667,0.06032833046283384,0.6292397660818714,0.12414733969986358,0.5390747934264967
1034.0,0.4879137225734474,0.35154640865133924,0.6484535913486605,0.5006070343327007,0.14401717584747323,0.31312618724984864,0.4681055822307308,0.23673897831617205,0.004737295434969853,0.030252984010209445,0.09118186850001457,0.20881308977577698,0.3333333333333333,0.16666666666666666,0.625,0.45833333333333337,0.07690263877285411,0.6105263157894737,0.14733969986357434,0.56542154262958
1035.0,0.3399033097805876,0.316328520270595,0.6836714797294053,0.48147841260187585,0.13941766483255025,0.25587756169177245,0.5895357169595398,0.2331427994145552,0.006316393913293138,0.018354477892050153,0.038366300579718585,0.17046143191065707,0.5555555555555556,0.16666666666666666,0.375,0.4999999999999999,0.05818474189871357,0.45146198830409356,0.29195088676671216,0.6568570499380596
1036.0,0.05429527705466716,0.3887387179482033,0.6112612820517965,0.8477445083407428,0.12214085584299442,0.41680340458690157,0.38200075351778157,0.02801921091255791,0.0011484352569623888,0.022258088732077172,0.07044017828531478,0.2098519608691888,0.4444444444444444,0.16666666666666666,0.5,0.7916666666666666,0.04712448255470136,0.2362573099415205,0.4952251023192361,0.8040279679059809
1037.0,0.0029750836742283376,0.6027653965464305,0.39723460345356965,0.3554693799574745,0.049755940972648384,0.04317238932256126,1.0249731471535986,0.3226391437602682,0.0015790984783232845,0.007657082801591472,0.050077198706557524,0.026837503246472168,0.7777777777777778,0.16666666666666666,0.125,0.4166666666666667,0.05350454788657035,0.38807017543859657,0.29581628012733063,0.6667918725443645
1041.0,0.026093963059377712,0.46701576299599606,0.5329842370040041,0.3409179896692608,0.15236800660366903,0.15934626580888908,0.7198286808653797,0.30946762881220163,0.00416307780648866,0.02038135275129495,0.0613802546100737,0.007445242836118085,0.8925925925925927,0.12222222222222219,0.020833333333333332,0.5319444444444444,0.04098254629759601,0.3402729044834308,0.3532514779445203,0.6628117702720384
1042.0,-0.0007437709185570844,0.3931532084740558,0.6068467915259442,0.28171848282168893,0.1427316364001487,0.26030014662075956,0.5760794814381064,0.3372248203107374,0.0,0.008370242474288718,0.11667200745768637,0.00926326724958878,0.6666666666666666,0.24444444444444446,0.12916666666666668,0.16666666666666663,0.13108614232209737,0.40608187134502927,0.28954070031832657,0.6705408050274495
1043.0,0.0476013387876534,0.6938227341606665,0.30617726583933363,0.3103715636131259,0.1941778852035038,0.36052833812482177,0.4695462817918654,0.24313562649699824,0.01134079816250359,0.05581412806846333,0.2886357677629854,0.16431477794130378,0.1111111111111111,0.8333333333333334,0.375,0.0,0.019634971211358935,0.4396881091617934,0.26630286493860844,0.626449446862726
1044.0,0.012185446882360233,0.47470656801804884,0.5252934319819513,0.38972850708741685,0.13308111634229627,0.17286382262533442,0.7045650306538882,0.29757032754327173,0.004526748971193415,0.007749668443310062,0.01610588360959789,0.0035494762358237383,0.9222222222222223,0.07222222222222222,0.004166666666666667,0.5694444444444444,0.031627183361944686,0.3289278752436647,0.3424283765347885,0.700445998295173
1045.0,0.00334696913350688,1.1529973902364141,-0.1529973902364139,0.2476014223455164,0.18947291047082704,0.2689598383180099,0.6421444708527937,0.2646942425646833,0.0,0.00033781247654080025,0.0020683427039939408,0.003030040689117825,0.4444444444444444,0.6666666666666666,0.125,0.0,0.049625468164794004,0.4265497076023392,0.2715779899954525,0.674012089330676
1046.0,0.002231312755671253,1.4062787841572002,-0.4062787841571999,0.26301863890174265,0.25050397391764817,0.2708485660933757,0.6227026485359658,0.21198992637168865,0.003158196956646569,0.00536746490503716,0.029160718967576542,0.02415375292182495,0.2222222222222222,0.3333333333333333,0.625,0.08333333333333331,0.04057428214731585,0.42744639376218324,0.2697589813551614,0.683123080198323
1047.0,-0.0011156563778356265,1.0685702589294852,-0.06857025892948528,0.2925039421186417,0.1755143353720753,0.20577426932090842,0.7520341166022624,0.24913371829467357,0.00043066322136089583,0.0016890623827040014,0.00908905526262126,0.006319799151588607,0.7777777777777778,0.3333333333333333,0.125,0.24999999999999994,0.07792204585812036,0.42323586744639374,0.2700318326512051,0.5913975132031197
1051.0,0.5831164001487542,0.3825524924355176,0.6174475075644825,0.2755396602039343,0.09483290580900407,0.5429656013402782,0.5404518018992196,0.12970466290926813,0.11771461383864484,0.6416935665490578,0.8856876511201096,0.7707557787204571,0.4444444444444444,0.3333333333333333,0.375,0.24999999999999994,0.04741730080093656,0.5497076023391813,0.22237380627557982,0.5751976090011484
1052.0,0.550762365191521,0.40377897086524644,0.5962210291347537,0.23216356245700454,0.07069014544967493,0.5608430998287413,0.502982638193547,0.17895695856810492,0.3099339649727247,0.8395766083627356,0.9487575377982347,0.9938533460306467,0.4444444444444444,0.3333333333333333,0.25,0.20833333333333334,0.051378488725004966,0.5695906432748539,0.23055934515688953,0.5524744728012416
1053.0,0.7690591297880253,0.3912971005491401,0.60870289945086,0.23211705285363657,0.08358497619517284,0.599799607382149,0.43739884061298295,0.1691201890916035,0.4187482055699111,0.8974176112904437,0.970897544207184,1.0,0.4444444444444444,0.3333333333333333,0.25,0.20833333333333334,0.04245085398314787,0.6081871345029239,0.19781718963165076,0.6230966121223388
1054.0,0.7742655262179249,0.35312268020766807,0.6468773197923322,0.2677179230856532,0.09700109027495432,0.5735631132751948,0.4452184775036634,0.15952577966853007,0.33763996554694226,0.7427370317543728,0.981588836775716,0.8491039736819322,0.5555555555555556,0.5,0.125,0.20833333333333334,0.027439658759883474,0.4853801169590643,0.32878581173260574,0.5435935964483026
1055.0,0.8888062476757159,0.35255084761652544,0.6474491523834747,0.33056044208229535,0.14610222126255132,0.6096040240412803,0.3287751822303852,0.11832211074683274,0.08598908986505885,0.31026199234291724,0.8076441285285636,0.5951865639338585,0.3333333333333333,0.3333333333333333,0.5,0.24999999999999994,0.0513027330194519,0.6210526315789474,0.12824010914051842,0.5682402368297272
1056.0,0.7872815172926738,0.42668218529340396,0.5733178147065962,0.30696909174062303,0.11538493045509546,0.6154099265486349,0.39168291098115665,0.1143800300401282,0.16881998277347113,0.48952781322723526,0.8858333090570106,0.8581075231581681,0.4444444444444444,0.3333333333333333,0.5,0.24999999999999994,0.08177998768614125,0.5812865497076024,0.18417462482946795,0.5510085410565835
1057.0,0.7460022313127557,0.38043856918995483,0.6195614308100454,0.32056010905208665,0.13980048666441994,0.5718581999611559,0.3889058070161144,0.1295624878646396,0.2045650301464255,0.4901659034607012,0.914469659451744,0.9232101116786425,0.4444444444444444,0.3333333333333333,0.375,0.24999999999999994,0.05267551991422253,0.6116959064327486,0.1800818553888131,0.6230966121223388
1058.0,0.6768315358869468,0.2815403814394,0.7184596185605996,0.33580309633902117,0.09496973727734247,0.6132148590443182,0.3591509462987025,0.13953446501714595,0.13637668676428366,0.3564672321897756,0.8798613336440704,0.6933598822612761,0.5555555555555556,0.3333333333333333,0.25,0.24999999999999994,0.028777007929573245,0.4713450292397661,0.3042291950886767,0.5847305506547337
1059.0,0.2837486054295277,0.34342925383930056,0.6565707461607,0.2698150005055737,0.1291293257696688,0.6143666587742719,0.3969163706813046,0.11913090066333916,0.108670686190066,0.2018992568125516,0.6287179188393975,0.5100857068652065,0.4444444444444444,0.3333333333333333,0.25,0.20833333333333334,0.04475265800713996,0.5391812865497077,0.252387448840382,0.7598246291234416
1060.0,0.29602082558571957,0.3871642888148454,0.6128357111851549,0.43663111987411246,0.2030809420388704,0.2292602743336013,0.7073261972665655,0.15411092672393087,0.006172839506172842,0.03303055326176714,0.056369621580679936,0.27071249242489825,0.3333333333333333,0.16666666666666666,0.625,0.5833333333333334,0.046781454603192385,0.30994152046783624,0.46111869031377906,0.5539348200304823
1061.0,0.5355150613611008,0.37847989533052145,0.621520104669479,0.4885855139221322,0.24384592248108022,0.4806030378673096,0.29116157741292015,0.09741710255963301,0.0304335343095033,0.19596877111327982,0.662889270836368,0.48662453467232275,0.1111111111111111,0.16666666666666666,0.75,0.4166666666666667,0.06986857714164349,0.5964912280701754,0.15552523874488405,0.5553896251316719
1062.0,0.5756786909631834,0.4305144497899506,0.5694855502100494,0.29433456287740956,0.25606137586272976,0.6349512366011628,0.19079685083981543,0.09724071913022078,0.0304335343095033,0.17539974476390663,0.5763393247298045,0.4530343693186737,0.2222222222222222,0.3333333333333333,0.5,0.20833333333333334,0.03725434905210186,0.5883040935672516,0.18963165075034108,0.5314230287179705
1063.0,0.45407214577910004,0.4644442966769352,0.5355557033230645,0.5259442236760451,0.14458674151916628,0.409989355100753,0.4199356875378439,0.1579470350679489,0.03517082974447316,0.08047443885594176,0.3339353861391909,0.32542637001125446,0.1111111111111111,0.16666666666666666,0.75,0.4166666666666667,0.0783059989194436,0.671345029239766,0.10777626193724421,0.5329656492466806
1064.0,0.6058014131647452,0.42412471343321123,0.5758752865667891,0.4817127772278087,0.15154420025891527,0.3836060599249252,0.44464617425917746,0.1853337282858533,0.02856732701693942,0.09364912544103296,0.3437818626736971,0.3366808068565492,0.2222222222222222,0.16666666666666666,0.75,0.4166666666666667,0.07536737335211718,0.6619883040935672,0.1446111869031378,0.5345020869109908
1065.0,0.45295648940126443,0.34808831466277956,0.6519116853372208,0.4679191711764078,0.18690084628293466,0.37586519267317536,0.3657424037854108,0.21598283161133872,0.03947746195808211,0.1326852338413032,0.409939697614123,0.3594493983204917,0.2222222222222222,0.3333333333333333,0.625,0.33333333333333326,0.05809986291645247,0.6619883040935672,0.1227830832196453,0.6753479865450093
1066.0,0.6195611751580513,0.36565769298888623,0.6343423070111138,0.36956830095074533,0.17853375463733376,0.3003396207013433,0.5884270476856596,0.21335206205065763,0.010910134941142692,0.060318294422340664,0.18041192064555597,0.2475110380053675,0.4444444444444444,0.3333333333333333,0.375,0.4166666666666667,0.04371404763184774,0.3929824561403509,0.3424283765347886,0.5765740581786609
1067.0,0.6251394570472295,0.4049010724723983,0.5950989275276015,0.5597299601712771,0.1520907356972839,0.3844940303623983,0.41059342759318873,0.16422393492171516,0.014211886304909561,0.030328053449440746,0.11247705887493811,0.23409228638213142,0.2222222222222222,0.16666666666666666,0.75,0.4999999999999999,0.0735437771546681,0.5824561403508772,0.15143246930422918,0.5360323910752891
1068.0,0.6396429899590926,0.35895750018159006,0.6410424998184098,0.38909540580384544,0.14544157614456016,0.3414288639727071,0.4311007721882977,0.28788574917075044,0.03560149296583405,0.05258614218151791,0.1623794680572145,0.3188468530863129,0.3333333333333333,0.16666666666666666,0.625,0.33333333333333326,0.060134492949861354,0.6584795321637428,0.12687585266030013,0.571038356436283
1069.0,0.8687244328746746,0.36885208101620787,0.6311479189837922,0.5275594667266444,0.15341931543474374,0.38426662652450244,0.4018490628704282,0.18516000002458638,0.02885443583118002,0.03866076120411381,0.08660820928132372,0.34239459787031423,0.2222222222222222,0.16666666666666666,0.75,0.45833333333333337,0.06812977160274677,0.583625730994152,0.16098226466575716,0.7503376488252365
1071.0,0.5076236519152101,0.35254856850561545,0.6474514314943847,0.3746310390422709,0.09399897610618509,0.35067325220527695,0.4972151509961078,0.29249871501503283,0.23184036749928222,0.6881990841528415,0.9997378157135783,0.6716301618907454,0.5555555555555556,0.5,0.125,0.2916666666666667,0.011162879005182251,0.31812865497076026,0.5416098226466576,0.5568389300114112
1072.0,0.6608404611379695,0.3526134437140901,0.64738655628591,0.189055470823198,0.11557798404182949,0.6411311828680397,0.3876597641794556,0.15253640738428081,0.46224519092736144,0.7031003678402523,0.9935036560142163,0.8632153060341096,0.4444444444444444,0.5,0.25,0.16666666666666663,0.034000369700521574,0.5894736842105263,0.21964529331514326,0.5435935964483026
1073.0,0.6243956861286724,0.3680060524021913,0.6319939475978088,0.21705960228842944,0.10702937358228545,0.5708316022626955,0.44977053389396776,0.1766364573284382,0.40453631926500144,0.633135650476691,0.9686544119789091,0.9606094710414683,0.4444444444444444,0.3333333333333333,0.25,0.20833333333333334,0.04736938619011102,0.6175438596491228,0.19781718963165076,0.5345020869109908
1074.0,0.3849014503532912,0.3455198179356081,0.6544801820643924,0.24009492721711068,0.12231354015701557,0.5241370910161959,0.4500485229962725,0.19632737893242316,0.3142405971863336,0.6672922453269277,0.9577591982987153,0.9247684183187603,0.4444444444444444,0.3333333333333333,0.375,0.20833333333333334,0.045139001320395604,0.6292397660818714,0.19781718963165076,0.6546218209573458
1075.0,0.4298995909259948,0.3111773170575235,0.6888226829424768,0.36096889467814675,0.10319346216767032,0.4541693394542366,0.49966539385111997,0.18912023645245266,0.16795865633074936,0.4279333383379626,0.9042153406939145,0.6552679421695091,0.5555555555555556,0.5,0.25,0.2916666666666667,0.02966923875276386,0.4502923976608187,0.3956343792633015,0.5940321674508395
1076.0,0.4827073261435478,0.29112466109960483,0.708875338900395,0.31635929167976407,0.08732752358614095,0.5068730435486769,0.44358578565619355,0.20894197848851273,0.08814240597186333,0.27591772389460256,0.6838348821627291,0.4389230369664964,0.5555555555555556,0.3333333333333333,0.25,0.24999999999999994,0.04112956963305071,0.5380116959064327,0.2824010914051842,0.8232730471933597
1077.0,0.34920044626255115,0.2957865623537738,0.7042134376462262,0.5296803928823381,0.09784737344491022,0.28428773888354136,0.4953611877795754,0.2746589412514867,0.06804478897502154,0.43416410179415965,0.9153144754857693,0.44913860271837935,0.5555555555555556,0.5,0.125,0.4166666666666667,0.005949903889978798,0.2713450292397661,0.6534788540245566,0.6043933572136042
1078.0,0.6322052807735218,0.25597689273656044,0.7440231072634398,0.33514601705480557,0.11494388326010327,0.5199084978609044,0.38640133509928415,0.19635002089993941,0.15819695664656905,0.4117934089032355,0.9243743991610107,0.7350878711799844,0.5555555555555556,0.3333333333333333,0.125,0.24999999999999994,0.027628857831579225,0.4982456140350877,0.3274215552523875,0.5640043850670701
1079.0,0.6638155448121978,0.25576854778516583,0.744231452214834,0.2675177566122277,0.10953329786035405,0.5319653703603854,0.38774082445377256,0.22359846545309608,0.08900373241458512,0.2939343893101119,0.8289684504908676,0.5145874816033243,0.5555555555555556,0.3333333333333333,0.25,0.20833333333333334,0.037011419979631824,0.5812865497076024,0.22919508867667124,0.6082077238496086
1081.0,0.2246188174042395,0.2926936097627244,0.7073063902372759,0.3226430141913779,0.07829421616850507,0.2997814534240929,0.42699592761135785,0.42535083917475475,0.02138960666092449,0.07180391862472789,0.26203862848486614,0.2272530516838369,0.4444444444444444,0.5,0.25,0.24999999999999994,0.018020507152944065,0.5239766081871345,0.3315143246930423,0.6420895086648556
1082.0,0.5154332465600595,0.3171581168298925,0.6828418831701079,0.3011874332285673,0.09384127600553706,0.5390080515080093,0.30890437218203537,0.2609923547230303,0.04220499569336778,0.0962014863748968,0.3957526145599674,0.34767552592849105,0.3333333333333333,0.5,0.375,0.24999999999999994,0.018531523096129834,0.44678362573099417,0.2878581173260573,0.5375566105151143
1083.0,0.343622164373373,0.27991760829908247,0.7200823917009176,0.22531138230314263,0.16416088608465657,0.39631059691494025,0.30382077643087324,0.3791994301251336,0.026844674131495834,0.10183169431724347,0.3852361115157165,0.2694139035581335,0.4444444444444444,0.5,0.375,0.16666666666666663,0.027143489992348283,0.5859649122807018,0.21282401091405184,0.7682500382601893
1086.0,0.11602826329490516,0.4292932409003272,0.5707067590996728,0.7182801671710347,0.16474969177231488,0.31909580502858603,0.5540664979929015,0.047982063569201934,0.005598621877691645,0.011785901959312364,0.03982287994872841,0.0962687213228292,0.4444444444444444,0.3333333333333333,0.375,0.625,0.056798106140908765,0.30760233918128654,0.514324693042292,0.7477090166916163
1087.0,0.5738192636667906,0.35476544984602065,0.6452345501539795,0.7368379187719131,0.13037862843755235,0.37375145373229407,0.4793391930530552,0.061087014385729256,0.01937984496124031,0.010997672847383832,0.012147871937541879,0.1476062678555969,0.4444444444444444,0.3333333333333333,0.5,0.5833333333333334,0.0480828515678836,0.3064327485380117,0.4733969986357436,0.5553896251316719
1091.0,0.7549274823354407,0.39494793934329103,0.6050520606567094,0.2661670748425862,0.1375411918126754,0.5544243681423657,0.42637437750219703,0.15403845095653554,0.15977605512489232,0.6168455821635013,0.9078276575290588,0.7479871872565146,0.4444444444444444,0.3333333333333333,0.375,0.24999999999999994,0.047331552651523494,0.5859649122807018,0.2155525238744884,0.5435935964483026
1092.0,0.365563406470807,0.35827603707352584,0.6417239629264745,0.354994150951855,0.1259478437635764,0.5024444026235158,0.4481595437789366,0.1559510900098879,0.17973011771461384,0.3971173335335185,0.8303085035103562,0.6926673015323349,0.4444444444444444,0.3333333333333333,0.5,0.2916666666666667,0.05736793871159535,0.6081871345029239,0.20600272851296045,0.5298741753621214
1093.0,0.4328746746002231,0.36231678938109796,0.6376832106189019,0.2850562433893251,0.1309243088422667,0.4914804440964436,0.450378155605123,0.196968472267495,0.19064025265575651,0.3929885143757976,0.8192385003058816,0.7464288806163969,0.4444444444444444,0.3333333333333333,0.5,0.24999999999999994,0.060069144338807265,0.6245614035087719,0.18417462482946795,0.5553896251316719
1094.0,0.5228709557456304,0.4019804412126812,0.5980195587873188,0.31784422916839694,0.14333142044625452,0.571972290847732,0.3747844859673938,0.1362199512708013,0.15389032443296008,0.2134224157345544,0.7508375331371807,0.7113669812137478,0.3333333333333333,0.3333333333333333,0.5,0.2916666666666667,0.05974074545628162,0.6000000000000001,0.16234652114597545,0.5008681914803542
1095.0,0.5704722945332837,0.3968520970307668,0.6031479029692333,0.3300021195382142,0.212860067953696,0.47088524312974267,0.39529546758462425,0.1536916378946413,0.073069193224232,0.1259289843104872,0.5806799312494538,0.4057657345684356,0.3333333333333333,0.3333333333333333,0.625,0.24999999999999994,0.059323167469234876,0.6526315789473685,0.14188267394270124,0.33611768156113714
1096.0,0.23540349572331723,0.4227643944021646,0.5772356055978355,0.11201496747266465,0.446076706022794,0.6331697436785175,0.12630480167014618,0.06201971820425873,0.010766580534022394,0.11842204038735832,0.49995630261892954,0.23850748852913167,0.5555555555555556,0.3333333333333333,0.25,0.12499999999999993,0.019114897457989714,0.6362573099415204,0.2660300136425648,0.5091480097744585
1097.0,0.6177017478616587,0.37368339644994597,0.6263166035500539,0.3130274667958508,0.1374942523240297,0.4245937352231292,0.4302511598144295,0.25388213089349104,0.036893482629916735,0.18748592448014414,0.5887493809537682,0.39832049173231754,0.5555555555555556,0.3333333333333333,0.375,0.24999999999999994,0.04939742388600933,0.6538011695906433,0.19645293315143247,0.6478368529642632
1098.0,0.6340647080699144,0.2986714282591183,0.7013285717408814,0.39862790194277103,0.26848044152191775,0.35047498470869926,0.4317277593605824,0.16362756432969797,0.04622451909273615,0.14004203888596953,0.5179596236198911,0.41606787291143627,0.5555555555555556,0.3333333333333333,0.25,0.33333333333333326,0.02436043928140672,0.39532163742690063,0.4215552523874489,0.6215451569071371
1101.0,0.004090740052063964,1.1396667905563729,-0.1396667905563726,0.2804327976660167,0.23400244519374533,0.3444315250317352,0.514772982876225,0.21131392797184162,0.020097616996841802,0.034194129569852114,0.052669909983395,0.1188641676045364,0.0,0.8333333333333334,0.375,0.0,0.17697285946753288,0.42693957115009745,0.25970895861755344,0.46948643952374
1102.0,1.0,0.41368812190051885,0.5863118780994817,0.4239014228247132,0.254978702478837,0.3725612774372838,0.4864369239192314,0.1081269733607584,0.014211886304909561,0.03817280984911043,0.054009963002884034,0.27659942862089865,0.1111111111111111,0.16666666666666666,0.875,0.2916666666666667,0.0714893720511698,0.750877192982456,0.07503410641200546,0.540586987435089
1103.0,0.5615470435105987,0.40451271037379655,0.5954872896262033,0.40703247611467114,0.18667883670005828,0.32178929764767206,0.5413454827963079,0.19425074724396918,0.007895492391616422,0.02038135275129495,0.04736796108019928,0.29625140680460565,0.1111111111111111,0.16666666666666666,0.875,0.33333333333333326,0.05854530451711086,0.631578947368421,0.14870395634379263,0.4991905490475084
1104.0,0.5864633692822611,0.39048533335704977,0.6095146666429505,0.47101559333896054,0.18587514283935447,0.35091865967423297,0.5023680373142273,0.15708939843926828,0.006890611541774332,0.009683957660836275,0.04320214408483119,0.27746515453207515,0.1111111111111111,0.16666666666666666,0.875,0.33333333333333326,0.069420291912431,0.7192982456140352,0.08049113233287858,0.2019538258535152
